[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Files.ns, index=15644, length=4, characters=fail)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Files.ns:472
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Files.ns:565
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Files.ns:565
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Files.ns:568
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Files.ns, index=18429, length=4, characters=mode)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Files.ns:568
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Files.ns:568
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Files.ns, index=18623, length=3, characters=blk)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Files.ns:574
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Files.ns:574
[truffle]   rewrite UninitMsgSend(#Value)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:1
[truffle]   rewrite UninitializedLexicallyBound@273e7444               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Files.ns:1
[truffle]   rewrite UninitMsgSend(#usingVmMirror:usingPlatform:)       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:14
[truffle]   rewrite UninitializedReceiverSend@4f80542f                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Platform.ns:14
[truffle]   rewrite UninitMsgSend(#initializer`usingVmMirror:usingPlatform:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:1
[truffle]   rewrite UninitializedLexicallyBound@60bd273d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Files.ns:1
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:1
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Files.ns:1
[truffle]   rewrite ImplicitSend(#kernel)                              |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Files.ns:32
[truffle]   rewrite UninitMsgSend(#kernel)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:32
[truffle]   rewrite UninitializedLexicallyBound@121314f7               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Files.ns:32
[truffle]   rewrite UninitMsgSend(#Vector)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:32
[truffle]   rewrite UninitializedReceiverSend@130c12b7                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Files.ns:32
[truffle]   rewrite ImplicitSend(#kernel)                              |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Files.ns:33
[truffle]   rewrite UninitMsgSend(#kernel)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:33
[truffle]   rewrite UninitializedLexicallyBound@5e600dd5               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Files.ns:33
[truffle]   rewrite UninitMsgSend(#Exception)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:33
[truffle]   rewrite UninitializedReceiverSend@576d5deb                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Files.ns:33
[truffle]   rewrite UninitMsgSend(#streams)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:35
[truffle]   rewrite UninitializedReceiverSend@5d534f5d                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Files.ns:35
[truffle]   rewrite UninitMsgSend(#ExternalOutputStream)               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:35
[truffle]   rewrite UninitializedReceiverSend@2e3967ea                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Files.ns:35
[truffle]   rewrite ImplicitSend(#ExternalStream)                      |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Streams.ns:716
[truffle]   rewrite UninitMsgSend(#ExternalStream)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:716
[truffle]   rewrite UninitializedLexicallyBound@70e9c95d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:716
[truffle]   rewrite ImplicitSend(#Object)                              |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Streams.ns:923
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:923
[truffle]   rewrite UninitializedLexicallyBound@4d5650ae               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Streams.ns:923
[truffle]   rewrite ObjectSlotRead@6fdbe764                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Kernel.ns:58
[truffle]   rewrite UninitializedLexicallyBound@51c668e3               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:58
[truffle]   rewrite UninitMsgSend(#streams)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:36
[truffle]   rewrite UninitializedReceiverSend@5824a83d                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Files.ns:36
[truffle]   rewrite UninitMsgSend(#ExternalReadStream)                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:36
[truffle]   rewrite UninitializedReceiverSend@537f60bf                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Files.ns:36
[truffle]   rewrite UninitMsgSend(#ExternalInputStream)                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:789
[truffle]   rewrite UninitializedLexicallyBound@5677323c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:789
[truffle]   rewrite ImplicitSend(#ExternalStream)                      |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Streams.ns:646
[truffle]   rewrite UninitMsgSend(#ExternalStream)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:646
[truffle]   rewrite UninitializedLexicallyBound@18df8434               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:646
[truffle]   rewrite UninitMsgSend(#BasicInputStream)                   |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:646
[truffle]   rewrite UninitializedLexicallyBound@65c7a252               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:646
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:37
[truffle]   rewrite UninitializedLexicallyBound@4d154ccd               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Streams.ns:37
[truffle]   rewrite UninitMsgSend(#BasicReadStream)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:789
[truffle]   rewrite UninitializedLexicallyBound@1e0b4072               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:789
[truffle]   rewrite UninitMsgSend(#BasicInputStream)                   |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:182
[truffle]   rewrite UninitializedLexicallyBound@791f145a               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:182
[truffle]   rewrite UninitMsgSend(#streams)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:37
[truffle]   rewrite UninitializedReceiverSend@4b45a2f5                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Files.ns:37
[truffle]   rewrite UninitMsgSend(#ExternalReadWriteStream)            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:37
[truffle]   rewrite UninitializedReceiverSend@f09733f                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Files.ns:37
[truffle]   rewrite UninitMsgSend(#ExternalReadStream)                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:857
[truffle]   rewrite UninitializedLexicallyBound@e350b40                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:857
[truffle]   rewrite UninitMsgSend(#ExternalOutputStream)               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:857
[truffle]   rewrite UninitializedLexicallyBound@41a0aa7d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:857
[truffle]   rewrite UninitMsgSend(#streams)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:38
[truffle]   rewrite UninitializedReceiverSend@2794eab6                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Files.ns:38
[truffle]   rewrite UninitMsgSend(#CharacterReadConverter)             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:38
[truffle]   rewrite UninitializedReceiverSend@6340e5f0                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Files.ns:38
[truffle]   rewrite UninitMsgSend(#CharacterInputConverter)            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:588
[truffle]   rewrite UninitializedLexicallyBound@45099dd3               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:588
[truffle]   rewrite UninitMsgSend(#BasicInputStream)                   |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:360
[truffle]   rewrite UninitializedLexicallyBound@13e344d                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:360
[truffle]   rewrite UninitMsgSend(#streams)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:39
[truffle]   rewrite UninitializedReceiverSend@1ffaf86                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Files.ns:39
[truffle]   rewrite UninitMsgSend(#CharacterInputOutputConverter)      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Files.ns:39
[truffle]   rewrite UninitializedReceiverSend@6574a52c                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Files.ns:39
[truffle]   rewrite UninitMsgSend(#CharacterInputConverter)            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:472
[truffle]   rewrite UninitializedLexicallyBound@6c1a5b54               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:472
[truffle]   rewrite ImplicitSend(#CharacterOutput)                     |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Streams.ns:472
[truffle]   rewrite UninitMsgSend(#CharacterOutput)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:472
[truffle]   rewrite UninitializedLexicallyBound@1c7696c6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Streams.ns:472
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Streams.ns:514
[truffle]   rewrite UninitializedLexicallyBound@60099951               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Streams.ns:514
